Cluster number,Household number,Line number,Cluster number,Household number,Man's line number,Interviewer number,Supervisor number,Interviewer number,Day of interview
346.0,11.0,2.0,346.0,11.0,2.0,131.0,130.0,131.0,4.0
346.0,11.0,5.0,346.0,11.0,5.0,131.0,130.0,131.0,5.0
346.0,13.0,1.0,346.0,13.0,1.0,132.0,130.0,132.0,5.0
346.0,15.0,1.0,346.0,15.0,1.0,132.0,130.0,132.0,5.0
346.0,25.0,2.0,346.0,25.0,2.0,132.0,130.0,132.0,5.0
347.0,2.0,2.0,347.0,2.0,2.0,131.0,130.0,131.0,12.0
347.0,4.0,2.0,347.0,4.0,2.0,132.0,130.0,132.0,11.0
347.0,16.0,2.0,347.0,16.0,2.0,131.0,130.0,131.0,12.0
347.0,18.0,2.0,347.0,18.0,2.0,131.0,130.0,131.0,9.0
347.0,22.0,1.0,347.0,22.0,1.0,131.0,130.0,131.0,11.0
347.0,24.0,5.0,347.0,24.0,5.0,131.0,130.0,131.0,9.0
348.0,1.0,1.0,348.0,1.0,1.0,131.0,130.0,131.0,14.0
348.0,3.0,1.0,348.0,3.0,1.0,131.0,130.0,131.0,14.0
348.0,7.0,3.0,348.0,7.0,3.0,131.0,130.0,131.0,14.0
348.0,11.0,2.0,348.0,11.0,2.0,132.0,130.0,132.0,13.0
348.0,11.0,3.0,348.0,11.0,3.0,132.0,130.0,132.0,13.0
348.0,13.0,2.0,348.0,13.0,2.0,132.0,130.0,132.0,13.0
348.0,15.0,2.0,348.0,15.0,2.0,132.0,130.0,132.0,13.0
348.0,17.0,1.0,348.0,17.0,1.0,131.0,130.0,131.0,13.0
348.0,17.0,4.0,348.0,17.0,4.0,131.0,130.0,131.0,13.0
348.0,21.0,2.0,348.0,21.0,2.0,131.0,130.0,131.0,14.0
348.0,25.0,3.0,348.0,25.0,3.0,131.0,130.0,131.0,14.0
348.0,25.0,4.0,348.0,25.0,4.0,131.0,130.0,131.0,14.0
348.0,25.0,5.0,348.0,25.0,5.0,131.0,130.0,131.0,14.0
349.0,7.0,1.0,349.0,7.0,1.0,135.0,130.0,135.0,16.0
349.0,9.0,3.0,349.0,9.0,3.0,131.0,130.0,131.0,15.0
349.0,11.0,1.0,349.0,11.0,1.0,132.0,130.0,132.0,16.0
349.0,19.0,1.0,349.0,19.0,1.0,131.0,130.0,131.0,15.0
350.0,1.0,1.0,350.0,1.0,1.0,132.0,130.0,132.0,12.0
350.0,1.0,7.0,350.0,1.0,7.0,131.0,130.0,131.0,9.0
350.0,1.0,9.0,350.0,1.0,9.0,131.0,130.0,131.0,12.0
350.0,9.0,1.0,350.0,9.0,1.0,132.0,130.0,132.0,9.0
350.0,11.0,1.0,350.0,11.0,1.0,131.0,130.0,131.0,6.0
350.0,13.0,1.0,350.0,13.0,1.0,131.0,130.0,131.0,12.0
350.0,13.0,3.0,350.0,13.0,3.0,131.0,130.0,131.0,9.0
350.0,21.0,2.0,350.0,21.0,2.0,131.0,130.0,131.0,12.0
350.0,21.0,3.0,350.0,21.0,3.0,131.0,130.0,131.0,12.0
350.0,23.0,3.0,350.0,23.0,3.0,132.0,130.0,132.0,11.0
350.0,23.0,4.0,350.0,23.0,4.0,132.0,130.0,132.0,8.0
350.0,25.0,2.0,350.0,25.0,2.0,131.0,130.0,131.0,7.0
351.0,4.0,3.0,351.0,4.0,3.0,122.0,120.0,122.0,4.0
351.0,4.0,7.0,351.0,4.0,7.0,123.0,120.0,123.0,26.0
351.0,4.0,8.0,351.0,4.0,8.0,122.0,120.0,122.0,25.0
351.0,8.0,2.0,351.0,8.0,2.0,122.0,120.0,122.0,23.0
351.0,8.0,4.0,351.0,8.0,4.0,122.0,120.0,122.0,23.0
351.0,10.0,2.0,351.0,10.0,2.0,123.0,120.0,123.0,25.0
351.0,12.0,2.0,351.0,12.0,2.0,123.0,120.0,123.0,25.0
351.0,12.0,3.0,351.0,12.0,3.0,123.0,120.0,123.0,26.0
351.0,20.0,1.0,351.0,20.0,1.0,123.0,120.0,123.0,24.0
351.0,24.0,1.0,351.0,24.0,1.0,123.0,120.0,123.0,24.0
352.0,1.0,1.0,352.0,1.0,1.0,123.0,120.0,123.0,14.0
352.0,3.0,1.0,352.0,3.0,1.0,123.0,120.0,123.0,15.0
352.0,17.0,1.0,352.0,17.0,1.0,123.0,120.0,123.0,15.0
352.0,19.0,1.0,352.0,19.0,1.0,123.0,120.0,123.0,15.0
352.0,21.0,1.0,352.0,21.0,1.0,123.0,120.0,123.0,14.0
352.0,21.0,2.0,352.0,21.0,2.0,123.0,120.0,123.0,14.0
352.0,25.0,4.0,352.0,25.0,4.0,122.0,120.0,122.0,15.0
353.0,7.0,2.0,353.0,7.0,2.0,122.0,120.0,122.0,19.0
353.0,9.0,1.0,353.0,9.0,1.0,122.0,120.0,122.0,19.0
353.0,11.0,1.0,353.0,11.0,1.0,122.0,120.0,122.0,19.0
353.0,13.0,2.0,353.0,13.0,2.0,122.0,120.0,122.0,21.0
353.0,15.0,1.0,353.0,15.0,1.0,123.0,120.0,123.0,22.0
353.0,15.0,4.0,353.0,15.0,4.0,123.0,120.0,123.0,19.0
353.0,19.0,4.0,353.0,19.0,4.0,123.0,120.0,123.0,21.0
353.0,21.0,1.0,353.0,21.0,1.0,122.0,120.0,122.0,21.0
354.0,2.0,3.0,354.0,2.0,3.0,123.0,120.0,123.0,1.0
354.0,6.0,1.0,354.0,6.0,1.0,122.0,120.0,122.0,3.0
354.0,8.0,4.0,354.0,8.0,4.0,123.0,120.0,123.0,3.0
354.0,10.0,1.0,354.0,10.0,1.0,122.0,120.0,122.0,3.0
354.0,10.0,3.0,354.0,10.0,3.0,122.0,120.0,122.0,3.0
354.0,12.0,1.0,354.0,12.0,1.0,123.0,120.0,123.0,2.0
354.0,14.0,3.0,354.0,14.0,3.0,123.0,120.0,123.0,2.0
354.0,18.0,1.0,354.0,18.0,1.0,123.0,120.0,123.0,3.0
354.0,20.0,3.0,354.0,20.0,3.0,123.0,120.0,123.0,3.0
354.0,20.0,4.0,354.0,20.0,4.0,123.0,120.0,123.0,3.0
354.0,26.0,2.0,354.0,26.0,2.0,123.0,120.0,123.0,4.0
355.0,3.0,1.0,355.0,3.0,1.0,123.0,120.0,123.0,16.0
355.0,7.0,2.0,355.0,7.0,2.0,122.0,120.0,122.0,18.0
355.0,9.0,2.0,355.0,9.0,2.0,123.0,120.0,123.0,17.0
355.0,13.0,1.0,355.0,13.0,1.0,122.0,120.0,122.0,17.0
355.0,13.0,3.0,355.0,13.0,3.0,122.0,120.0,122.0,16.0
355.0,15.0,1.0,355.0,15.0,1.0,123.0,120.0,123.0,16.0
355.0,15.0,3.0,355.0,15.0,3.0,123.0,120.0,123.0,18.0
355.0,19.0,2.0,355.0,19.0,2.0,122.0,120.0,122.0,17.0
355.0,21.0,1.0,355.0,21.0,1.0,122.0,120.0,122.0,17.0
356.0,4.0,2.0,356.0,4.0,2.0,123.0,120.0,123.0,15.0
356.0,4.0,3.0,356.0,4.0,3.0,123.0,120.0,123.0,8.0
356.0,10.0,3.0,356.0,10.0,3.0,122.0,120.0,122.0,7.0
356.0,20.0,1.0,356.0,20.0,1.0,122.0,120.0,122.0,8.0
356.0,20.0,3.0,356.0,20.0,3.0,122.0,120.0,122.0,8.0
356.0,24.0,1.0,356.0,24.0,1.0,123.0,120.0,123.0,15.0
357.0,1.0,3.0,357.0,1.0,3.0,123.0,120.0,123.0,11.0
357.0,3.0,2.0,357.0,3.0,2.0,123.0,120.0,123.0,12.0
357.0,11.0,3.0,357.0,11.0,3.0,122.0,120.0,122.0,11.0
357.0,13.0,1.0,357.0,13.0,1.0,123.0,120.0,123.0,9.0
358.0,2.0,2.0,358.0,2.0,2.0,122.0,120.0,122.0,5.0
358.0,6.0,1.0,358.0,6.0,1.0,122.0,120.0,122.0,5.0
358.0,10.0,2.0,358.0,10.0,2.0,123.0,120.0,123.0,5.0
358.0,12.0,3.0,358.0,12.0,3.0,122.0,120.0,122.0,15.0
358.0,12.0,4.0,358.0,12.0,4.0,122.0,120.0,122.0,15.0
358.0,12.0,5.0,358.0,12.0,5.0,122.0,120.0,122.0,6.0
358.0,16.0,1.0,358.0,16.0,1.0,123.0,120.0,123.0,6.0
358.0,18.0,1.0,358.0,18.0,1.0,122.0,120.0,122.0,5.0
358.0,26.0,3.0,358.0,26.0,3.0,123.0,120.0,123.0,12.0
358.0,26.0,4.0,358.0,26.0,4.0,123.0,120.0,123.0,6.0
359.0,2.0,1.0,359.0,2.0,1.0,122.0,120.0,122.0,11.0
359.0,8.0,4.0,359.0,8.0,4.0,123.0,120.0,123.0,9.0
359.0,8.0,6.0,359.0,8.0,6.0,123.0,120.0,123.0,9.0
359.0,10.0,3.0,359.0,10.0,3.0,123.0,120.0,123.0,9.0
359.0,12.0,1.0,359.0,12.0,1.0,122.0,120.0,122.0,9.0
359.0,26.0,4.0,359.0,26.0,4.0,123.0,120.0,123.0,10.0
360.0,9.0,1.0,360.0,9.0,1.0,131.0,130.0,131.0,9.0
360.0,13.0,1.0,360.0,13.0,1.0,132.0,130.0,132.0,9.0
360.0,21.0,1.0,360.0,21.0,1.0,131.0,130.0,131.0,8.0
360.0,23.0,1.0,360.0,23.0,1.0,132.0,130.0,132.0,10.0
360.0,25.0,2.0,360.0,25.0,2.0,132.0,130.0,132.0,10.0
361.0,4.0,1.0,361.0,4.0,1.0,142.0,140.0,142.0,14.0
361.0,8.0,1.0,361.0,8.0,1.0,142.0,140.0,142.0,14.0
361.0,10.0,1.0,361.0,10.0,1.0,142.0,140.0,142.0,15.0
361.0,18.0,1.0,361.0,18.0,1.0,144.0,140.0,144.0,14.0
361.0,24.0,1.0,361.0,24.0,1.0,144.0,140.0,144.0,14.0
361.0,26.0,1.0,361.0,26.0,1.0,144.0,140.0,144.0,14.0
362.0,6.0,1.0,362.0,6.0,1.0,151.0,150.0,151.0,8.0
362.0,8.0,1.0,362.0,8.0,1.0,151.0,150.0,151.0,9.0
362.0,10.0,1.0,362.0,10.0,1.0,151.0,150.0,151.0,9.0
362.0,10.0,5.0,362.0,10.0,5.0,151.0,150.0,151.0,9.0
362.0,12.0,2.0,362.0,12.0,2.0,151.0,150.0,151.0,8.0
362.0,18.0,1.0,362.0,18.0,1.0,153.0,150.0,153.0,8.0
362.0,22.0,3.0,362.0,22.0,3.0,153.0,150.0,153.0,8.0
362.0,26.0,1.0,362.0,26.0,1.0,153.0,150.0,153.0,7.0
363.0,1.0,1.0,363.0,1.0,1.0,151.0,150.0,151.0,6.0
363.0,7.0,1.0,363.0,7.0,1.0,151.0,150.0,151.0,6.0
363.0,9.0,1.0,363.0,9.0,1.0,151.0,150.0,151.0,6.0
363.0,11.0,1.0,363.0,11.0,1.0,153.0,150.0,153.0,6.0
363.0,15.0,3.0,363.0,15.0,3.0,153.0,150.0,153.0,5.0
363.0,15.0,5.0,363.0,15.0,5.0,153.0,150.0,153.0,7.0
363.0,19.0,5.0,363.0,19.0,5.0,153.0,150.0,153.0,6.0
363.0,21.0,3.0,363.0,21.0,3.0,151.0,150.0,151.0,6.0
363.0,23.0,1.0,363.0,23.0,1.0,153.0,150.0,153.0,6.0
363.0,25.0,1.0,363.0,25.0,1.0,151.0,150.0,151.0,6.0
363.0,25.0,5.0,363.0,25.0,5.0,151.0,150.0,151.0,6.0
364.0,3.0,2.0,364.0,3.0,2.0,151.0,150.0,151.0,11.0
364.0,5.0,1.0,364.0,5.0,1.0,151.0,150.0,151.0,12.0
364.0,21.0,1.0,364.0,21.0,1.0,153.0,150.0,153.0,11.0
365.0,3.0,1.0,365.0,3.0,1.0,151.0,150.0,151.0,14.0
365.0,7.0,2.0,365.0,7.0,2.0,151.0,150.0,151.0,13.0
365.0,11.0,1.0,365.0,11.0,1.0,151.0,150.0,151.0,14.0
365.0,13.0,1.0,365.0,13.0,1.0,151.0,150.0,151.0,13.0
365.0,17.0,1.0,365.0,17.0,1.0,153.0,150.0,153.0,12.0
365.0,19.0,1.0,365.0,19.0,1.0,153.0,150.0,153.0,13.0
365.0,21.0,1.0,365.0,21.0,1.0,153.0,150.0,153.0,14.0
365.0,23.0,2.0,365.0,23.0,2.0,153.0,150.0,153.0,13.0
365.0,25.0,1.0,365.0,25.0,1.0,153.0,150.0,153.0,13.0
365.0,25.0,3.0,365.0,25.0,3.0,153.0,150.0,153.0,13.0
366.0,2.0,3.0,366.0,2.0,3.0,151.0,150.0,151.0,15.0
366.0,2.0,6.0,366.0,2.0,6.0,151.0,150.0,151.0,15.0
366.0,6.0,3.0,366.0,6.0,3.0,151.0,150.0,151.0,15.0
366.0,14.0,1.0,366.0,14.0,1.0,153.0,150.0,153.0,19.0
366.0,16.0,1.0,366.0,16.0,1.0,153.0,150.0,153.0,16.0
366.0,20.0,1.0,366.0,20.0,1.0,153.0,150.0,153.0,15.0
366.0,26.0,1.0,366.0,26.0,1.0,151.0,150.0,151.0,16.0
367.0,2.0,2.0,367.0,2.0,2.0,142.0,140.0,142.0,3.0
367.0,4.0,1.0,367.0,4.0,1.0,142.0,140.0,142.0,4.0
367.0,12.0,1.0,367.0,12.0,1.0,142.0,140.0,142.0,4.0
367.0,16.0,2.0,367.0,16.0,2.0,144.0,140.0,144.0,3.0
367.0,18.0,1.0,367.0,18.0,1.0,144.0,140.0,144.0,4.0
367.0,18.0,2.0,367.0,18.0,2.0,144.0,140.0,144.0,3.0
368.0,1.0,1.0,368.0,1.0,1.0,144.0,140.0,144.0,15.0
368.0,1.0,4.0,368.0,1.0,4.0,144.0,140.0,144.0,15.0
368.0,3.0,1.0,368.0,3.0,1.0,144.0,140.0,144.0,13.0
368.0,9.0,1.0,368.0,9.0,1.0,144.0,140.0,144.0,13.0
368.0,11.0,1.0,368.0,11.0,1.0,144.0,140.0,144.0,13.0
368.0,13.0,2.0,368.0,13.0,2.0,144.0,140.0,144.0,14.0
368.0,23.0,1.0,368.0,23.0,1.0,142.0,140.0,142.0,14.0
369.0,2.0,2.0,369.0,2.0,2.0,142.0,140.0,142.0,13.0
369.0,4.0,3.0,369.0,4.0,3.0,144.0,140.0,144.0,14.0
369.0,4.0,4.0,369.0,4.0,4.0,142.0,140.0,142.0,14.0
369.0,6.0,2.0,369.0,6.0,2.0,142.0,140.0,142.0,13.0
369.0,8.0,3.0,369.0,8.0,3.0,142.0,140.0,142.0,12.0
369.0,10.0,4.0,369.0,10.0,4.0,142.0,140.0,142.0,14.0
369.0,14.0,1.0,369.0,14.0,1.0,144.0,140.0,144.0,13.0
369.0,16.0,2.0,369.0,16.0,2.0,144.0,140.0,144.0,13.0
369.0,16.0,6.0,369.0,16.0,6.0,144.0,140.0,144.0,14.0
369.0,18.0,1.0,369.0,18.0,1.0,144.0,140.0,144.0,13.0
369.0,24.0,1.0,369.0,24.0,1.0,144.0,140.0,144.0,12.0
370.0,6.0,1.0,370.0,6.0,1.0,144.0,140.0,144.0,24.0
370.0,12.0,4.0,370.0,12.0,4.0,142.0,140.0,142.0,24.0
370.0,12.0,5.0,370.0,12.0,5.0,142.0,140.0,142.0,24.0
370.0,14.0,1.0,370.0,14.0,1.0,142.0,140.0,142.0,24.0
370.0,18.0,3.0,370.0,18.0,3.0,142.0,140.0,142.0,23.0
370.0,20.0,1.0,370.0,20.0,1.0,145.0,140.0,145.0,24.0
370.0,20.0,3.0,370.0,20.0,3.0,145.0,140.0,145.0,24.0
370.0,24.0,1.0,370.0,24.0,1.0,144.0,140.0,144.0,23.0
370.0,26.0,3.0,370.0,26.0,3.0,144.0,140.0,144.0,24.0
371.0,1.0,2.0,371.0,1.0,2.0,144.0,140.0,144.0,6.0
371.0,5.0,4.0,371.0,5.0,4.0,144.0,140.0,144.0,6.0
371.0,9.0,1.0,371.0,9.0,1.0,144.0,140.0,144.0,7.0
371.0,13.0,1.0,371.0,13.0,1.0,144.0,140.0,144.0,5.0
371.0,13.0,4.0,371.0,13.0,4.0,144.0,140.0,144.0,5.0
371.0,19.0,1.0,371.0,19.0,1.0,142.0,140.0,142.0,5.0
372.0,1.0,3.0,372.0,1.0,3.0,142.0,140.0,142.0,22.0
372.0,1.0,4.0,372.0,1.0,4.0,142.0,140.0,142.0,19.0
372.0,3.0,4.0,372.0,3.0,4.0,144.0,140.0,144.0,19.0
372.0,3.0,5.0,372.0,3.0,5.0,144.0,140.0,144.0,21.0
372.0,5.0,1.0,372.0,5.0,1.0,142.0,140.0,142.0,19.0
372.0,15.0,3.0,372.0,15.0,3.0,144.0,140.0,144.0,21.0
372.0,17.0,2.0,372.0,17.0,2.0,142.0,140.0,142.0,21.0
372.0,17.0,3.0,372.0,17.0,3.0,142.0,140.0,142.0,22.0
372.0,21.0,2.0,372.0,21.0,2.0,142.0,140.0,142.0,21.0
372.0,23.0,4.0,372.0,23.0,4.0,144.0,140.0,144.0,21.0
373.0,2.0,3.0,373.0,2.0,3.0,142.0,140.0,142.0,9.0
373.0,4.0,1.0,373.0,4.0,1.0,144.0,140.0,144.0,9.0
373.0,8.0,3.0,373.0,8.0,3.0,144.0,140.0,144.0,9.0
373.0,8.0,4.0,373.0,8.0,4.0,144.0,140.0,144.0,9.0
373.0,10.0,1.0,373.0,10.0,1.0,142.0,140.0,142.0,9.0
373.0,10.0,7.0,373.0,10.0,7.0,142.0,140.0,142.0,8.0
373.0,16.0,2.0,373.0,16.0,2.0,144.0,140.0,144.0,8.0
373.0,18.0,5.0,373.0,18.0,5.0,142.0,140.0,142.0,8.0
373.0,18.0,7.0,373.0,18.0,7.0,142.0,140.0,142.0,9.0
373.0,22.0,1.0,373.0,22.0,1.0,142.0,140.0,142.0,9.0
373.0,26.0,1.0,373.0,26.0,1.0,144.0,140.0,144.0,11.0
374.0,8.0,5.0,374.0,8.0,5.0,142.0,140.0,142.0,6.0
374.0,10.0,2.0,374.0,10.0,2.0,142.0,140.0,142.0,7.0
374.0,16.0,1.0,374.0,16.0,1.0,144.0,140.0,144.0,7.0
374.0,20.0,4.0,374.0,20.0,4.0,144.0,140.0,144.0,7.0
375.0,8.0,1.0,375.0,8.0,1.0,142.0,140.0,142.0,21.0
375.0,8.0,3.0,375.0,8.0,3.0,142.0,140.0,142.0,22.0
375.0,16.0,1.0,375.0,16.0,1.0,144.0,140.0,144.0,21.0
375.0,18.0,3.0,375.0,18.0,3.0,144.0,140.0,144.0,21.0
375.0,18.0,4.0,375.0,18.0,4.0,144.0,140.0,144.0,21.0
375.0,24.0,1.0,375.0,24.0,1.0,144.0,140.0,144.0,22.0
376.0,1.0,1.0,376.0,1.0,1.0,151.0,150.0,151.0,17.0
376.0,5.0,5.0,376.0,5.0,5.0,153.0,150.0,153.0,15.0
376.0,5.0,6.0,376.0,5.0,6.0,153.0,150.0,153.0,17.0
376.0,7.0,1.0,376.0,7.0,1.0,153.0,150.0,153.0,14.0
376.0,11.0,1.0,376.0,11.0,1.0,151.0,150.0,151.0,17.0
376.0,11.0,6.0,376.0,11.0,6.0,151.0,150.0,151.0,17.0
376.0,13.0,1.0,376.0,13.0,1.0,153.0,150.0,153.0,14.0
376.0,13.0,3.0,376.0,13.0,3.0,153.0,150.0,153.0,14.0
376.0,17.0,1.0,376.0,17.0,1.0,151.0,150.0,151.0,15.0
376.0,19.0,1.0,376.0,19.0,1.0,153.0,150.0,153.0,17.0
376.0,19.0,3.0,376.0,19.0,3.0,153.0,150.0,153.0,17.0
376.0,21.0,1.0,376.0,21.0,1.0,151.0,150.0,151.0,17.0
376.0,23.0,1.0,376.0,23.0,1.0,151.0,150.0,151.0,12.0
376.0,23.0,3.0,376.0,23.0,3.0,153.0,150.0,153.0,17.0
376.0,25.0,1.0,376.0,25.0,1.0,151.0,150.0,151.0,15.0
377.0,14.0,1.0,377.0,14.0,1.0,142.0,140.0,142.0,24.0
378.0,4.0,1.0,378.0,4.0,1.0,142.0,140.0,142.0,16.0
378.0,4.0,2.0,378.0,4.0,2.0,142.0,140.0,142.0,16.0
378.0,6.0,1.0,378.0,6.0,1.0,142.0,140.0,142.0,16.0
378.0,8.0,1.0,378.0,8.0,1.0,142.0,140.0,142.0,16.0
378.0,16.0,1.0,378.0,16.0,1.0,144.0,140.0,144.0,15.0
378.0,16.0,3.0,378.0,16.0,3.0,144.0,140.0,144.0,15.0
378.0,18.0,2.0,378.0,18.0,2.0,144.0,140.0,144.0,16.0
378.0,22.0,1.0,378.0,22.0,1.0,144.0,140.0,144.0,17.0
378.0,24.0,1.0,378.0,24.0,1.0,144.0,140.0,144.0,16.0
378.0,24.0,2.0,378.0,24.0,2.0,144.0,140.0,144.0,16.0
378.0,26.0,1.0,378.0,26.0,1.0,144.0,140.0,144.0,16.0
379.0,2.0,1.0,379.0,2.0,1.0,142.0,140.0,142.0,11.0
379.0,4.0,1.0,379.0,4.0,1.0,142.0,140.0,142.0,11.0
379.0,12.0,1.0,379.0,12.0,1.0,142.0,140.0,142.0,12.0
379.0,18.0,1.0,379.0,18.0,1.0,144.0,140.0,144.0,11.0
379.0,24.0,1.0,379.0,24.0,1.0,144.0,140.0,144.0,12.0
379.0,26.0,1.0,379.0,26.0,1.0,144.0,140.0,144.0,12.0
380.0,2.0,2.0,380.0,2.0,2.0,144.0,140.0,144.0,9.0
380.0,8.0,3.0,380.0,8.0,3.0,144.0,140.0,144.0,10.0
380.0,10.0,1.0,380.0,10.0,1.0,144.0,140.0,144.0,9.0
380.0,16.0,1.0,380.0,16.0,1.0,142.0,140.0,142.0,9.0
380.0,20.0,1.0,380.0,20.0,1.0,142.0,140.0,142.0,9.0
380.0,22.0,2.0,380.0,22.0,2.0,142.0,140.0,142.0,9.0
380.0,22.0,3.0,380.0,22.0,3.0,142.0,140.0,142.0,9.0
381.0,1.0,1.0,381.0,1.0,1.0,142.0,140.0,142.0,17.0
381.0,3.0,2.0,381.0,3.0,2.0,142.0,140.0,142.0,17.0
381.0,3.0,3.0,381.0,3.0,3.0,142.0,140.0,142.0,17.0
381.0,11.0,3.0,381.0,11.0,3.0,142.0,140.0,142.0,18.0
381.0,17.0,1.0,381.0,17.0,1.0,144.0,140.0,144.0,17.0
381.0,17.0,3.0,381.0,17.0,3.0,144.0,140.0,144.0,17.0
381.0,17.0,6.0,381.0,17.0,6.0,144.0,140.0,144.0,17.0
381.0,19.0,1.0,381.0,19.0,1.0,144.0,140.0,144.0,18.0
381.0,21.0,1.0,381.0,21.0,1.0,144.0,140.0,144.0,18.0
381.0,21.0,3.0,381.0,21.0,3.0,144.0,140.0,144.0,22.0
381.0,21.0,4.0,381.0,21.0,4.0,144.0,140.0,144.0,22.0
381.0,23.0,2.0,381.0,23.0,2.0,144.0,140.0,144.0,20.0
381.0,23.0,5.0,381.0,23.0,5.0,144.0,140.0,144.0,18.0
381.0,25.0,3.0,381.0,25.0,3.0,144.0,140.0,144.0,20.0
382.0,5.0,1.0,382.0,5.0,1.0,144.0,140.0,144.0,6.0
382.0,5.0,10.0,382.0,5.0,10.0,144.0,140.0,144.0,6.0
382.0,7.0,2.0,382.0,7.0,2.0,144.0,140.0,144.0,4.0
382.0,11.0,1.0,382.0,11.0,1.0,144.0,140.0,144.0,6.0
382.0,11.0,3.0,382.0,11.0,3.0,144.0,140.0,144.0,8.0
382.0,17.0,6.0,382.0,17.0,6.0,142.0,140.0,142.0,5.0
382.0,25.0,1.0,382.0,25.0,1.0,142.0,140.0,142.0,5.0
383.0,7.0,1.0,383.0,7.0,1.0,142.0,140.0,142.0,10.0
383.0,9.0,2.0,383.0,9.0,2.0,142.0,140.0,142.0,11.0
383.0,11.0,1.0,383.0,11.0,1.0,142.0,140.0,142.0,11.0
383.0,11.0,3.0,383.0,11.0,3.0,142.0,140.0,142.0,11.0
383.0,13.0,2.0,383.0,13.0,2.0,144.0,140.0,144.0,10.0
383.0,17.0,2.0,383.0,17.0,2.0,144.0,140.0,144.0,11.0
383.0,19.0,3.0,383.0,19.0,3.0,144.0,140.0,144.0,9.0
383.0,25.0,1.0,383.0,25.0,1.0,142.0,140.0,142.0,9.0
384.0,1.0,1.0,384.0,1.0,1.0,142.0,140.0,142.0,7.0
384.0,3.0,1.0,384.0,3.0,1.0,142.0,140.0,142.0,6.0
384.0,7.0,2.0,384.0,7.0,2.0,144.0,140.0,144.0,7.0
384.0,11.0,1.0,384.0,11.0,1.0,144.0,140.0,144.0,6.0
384.0,11.0,7.0,384.0,11.0,7.0,144.0,140.0,144.0,6.0
384.0,11.0,8.0,384.0,11.0,8.0,144.0,140.0,144.0,6.0
384.0,13.0,1.0,384.0,13.0,1.0,142.0,140.0,142.0,6.0
384.0,13.0,9.0,384.0,13.0,9.0,142.0,140.0,142.0,7.0
384.0,15.0,4.0,384.0,15.0,4.0,142.0,140.0,142.0,7.0
384.0,19.0,1.0,384.0,19.0,1.0,144.0,140.0,144.0,7.0
384.0,21.0,1.0,384.0,21.0,1.0,142.0,140.0,142.0,8.0
384.0,21.0,4.0,384.0,21.0,4.0,142.0,140.0,142.0,8.0
385.0,1.0,2.0,385.0,1.0,2.0,151.0,150.0,151.0,6.0
385.0,3.0,2.0,385.0,3.0,2.0,151.0,150.0,151.0,7.0
385.0,5.0,4.0,385.0,5.0,4.0,151.0,150.0,151.0,6.0
385.0,9.0,2.0,385.0,9.0,2.0,153.0,150.0,153.0,8.0
385.0,11.0,1.0,385.0,11.0,1.0,153.0,150.0,153.0,6.0
385.0,11.0,3.0,385.0,11.0,3.0,153.0,150.0,153.0,6.0
385.0,13.0,2.0,385.0,13.0,2.0,153.0,150.0,153.0,6.0
385.0,19.0,3.0,385.0,19.0,3.0,151.0,150.0,151.0,8.0
385.0,21.0,1.0,385.0,21.0,1.0,153.0,150.0,153.0,7.0
385.0,23.0,9.0,385.0,23.0,9.0,153.0,150.0,153.0,7.0
386.0,4.0,1.0,386.0,4.0,1.0,153.0,150.0,153.0,11.0
386.0,4.0,6.0,386.0,4.0,6.0,153.0,150.0,153.0,11.0
386.0,6.0,1.0,386.0,6.0,1.0,153.0,150.0,153.0,9.0
386.0,12.0,2.0,386.0,12.0,2.0,153.0,150.0,153.0,9.0
386.0,14.0,3.0,386.0,14.0,3.0,151.0,150.0,151.0,12.0
386.0,16.0,3.0,386.0,16.0,3.0,153.0,150.0,153.0,9.0
386.0,20.0,1.0,386.0,20.0,1.0,153.0,150.0,153.0,11.0
386.0,24.0,2.0,386.0,24.0,2.0,153.0,150.0,153.0,11.0
386.0,26.0,2.0,386.0,26.0,2.0,153.0,150.0,153.0,12.0
387.0,2.0,1.0,387.0,2.0,1.0,153.0,150.0,153.0,19.0
387.0,8.0,1.0,387.0,8.0,1.0,153.0,150.0,153.0,19.0
387.0,12.0,1.0,387.0,12.0,1.0,153.0,150.0,153.0,20.0
387.0,18.0,1.0,387.0,18.0,1.0,151.0,150.0,151.0,19.0
388.0,1.0,3.0,388.0,1.0,3.0,151.0,150.0,151.0,21.0
388.0,5.0,2.0,388.0,5.0,2.0,151.0,150.0,151.0,20.0
388.0,5.0,3.0,388.0,5.0,3.0,153.0,150.0,153.0,21.0
388.0,7.0,1.0,388.0,7.0,1.0,151.0,150.0,151.0,20.0
388.0,9.0,2.0,388.0,9.0,2.0,151.0,150.0,151.0,21.0
388.0,9.0,3.0,388.0,9.0,3.0,151.0,150.0,151.0,21.0
388.0,13.0,1.0,388.0,13.0,1.0,151.0,150.0,151.0,21.0
388.0,15.0,2.0,388.0,15.0,2.0,153.0,150.0,153.0,20.0
388.0,21.0,2.0,388.0,21.0,2.0,153.0,150.0,153.0,21.0
388.0,23.0,2.0,388.0,23.0,2.0,153.0,150.0,153.0,21.0
389.0,1.0,2.0,389.0,1.0,2.0,151.0,150.0,151.0,22.0
389.0,7.0,1.0,389.0,7.0,1.0,151.0,150.0,151.0,22.0
389.0,17.0,1.0,389.0,17.0,1.0,153.0,150.0,153.0,22.0
