Cluster number,Household number,Line number,Cluster number,Household number,Man's line number,Interviewer number,Supervisor number,Interviewer number,Day of interview
129.0,9.0,1.0,129.0,9.0,1.0,51.0,50.0,51.0,26.0
129.0,11.0,1.0,129.0,11.0,1.0,51.0,50.0,51.0,26.0
129.0,13.0,1.0,129.0,13.0,1.0,51.0,50.0,51.0,26.0
129.0,15.0,1.0,129.0,15.0,1.0,52.0,50.0,52.0,26.0
129.0,17.0,3.0,129.0,17.0,3.0,52.0,50.0,52.0,26.0
129.0,17.0,4.0,129.0,17.0,4.0,52.0,50.0,52.0,26.0
129.0,19.0,2.0,129.0,19.0,2.0,52.0,50.0,52.0,26.0
129.0,23.0,1.0,129.0,23.0,1.0,52.0,50.0,52.0,25.0
129.0,25.0,2.0,129.0,25.0,2.0,52.0,50.0,52.0,26.0
130.0,3.0,2.0,130.0,3.0,2.0,72.0,70.0,72.0,8.0
130.0,3.0,3.0,130.0,3.0,3.0,72.0,70.0,72.0,8.0
130.0,5.0,1.0,130.0,5.0,1.0,73.0,70.0,73.0,8.0
130.0,11.0,4.0,130.0,11.0,4.0,72.0,70.0,72.0,10.0
130.0,11.0,5.0,130.0,11.0,5.0,72.0,70.0,72.0,7.0
130.0,15.0,2.0,130.0,15.0,2.0,73.0,70.0,73.0,13.0
130.0,19.0,2.0,130.0,19.0,2.0,72.0,70.0,72.0,9.0
130.0,25.0,3.0,130.0,25.0,3.0,73.0,70.0,73.0,9.0
130.0,25.0,4.0,130.0,25.0,4.0,73.0,70.0,73.0,9.0
131.0,2.0,1.0,131.0,2.0,1.0,73.0,70.0,73.0,2.0
131.0,4.0,1.0,131.0,4.0,1.0,73.0,70.0,73.0,2.0
131.0,4.0,4.0,131.0,4.0,4.0,73.0,70.0,73.0,3.0
131.0,8.0,6.0,131.0,8.0,6.0,73.0,70.0,73.0,1.0
131.0,10.0,1.0,131.0,10.0,1.0,73.0,70.0,73.0,2.0
131.0,14.0,1.0,131.0,14.0,1.0,72.0,70.0,72.0,2.0
131.0,18.0,1.0,131.0,18.0,1.0,72.0,70.0,72.0,1.0
131.0,20.0,1.0,131.0,20.0,1.0,72.0,70.0,72.0,1.0
131.0,26.0,2.0,131.0,26.0,2.0,72.0,70.0,72.0,2.0
132.0,4.0,1.0,132.0,4.0,1.0,73.0,70.0,73.0,11.0
132.0,8.0,1.0,132.0,8.0,1.0,73.0,70.0,73.0,11.0
132.0,8.0,3.0,132.0,8.0,3.0,73.0,70.0,73.0,12.0
132.0,10.0,1.0,132.0,10.0,1.0,73.0,70.0,73.0,13.0
132.0,12.0,4.0,132.0,12.0,4.0,73.0,70.0,73.0,12.0
132.0,18.0,1.0,132.0,18.0,1.0,72.0,70.0,72.0,10.0
132.0,18.0,7.0,132.0,18.0,7.0,72.0,70.0,72.0,11.0
132.0,18.0,8.0,132.0,18.0,8.0,72.0,70.0,72.0,11.0
132.0,20.0,2.0,132.0,20.0,2.0,72.0,70.0,72.0,12.0
132.0,20.0,4.0,132.0,20.0,4.0,72.0,70.0,72.0,12.0
132.0,22.0,1.0,132.0,22.0,1.0,72.0,70.0,72.0,13.0
132.0,22.0,3.0,132.0,22.0,3.0,72.0,70.0,72.0,13.0
132.0,24.0,2.0,132.0,24.0,2.0,72.0,70.0,72.0,12.0
133.0,2.0,2.0,133.0,2.0,2.0,72.0,70.0,72.0,5.0
133.0,2.0,3.0,133.0,2.0,3.0,72.0,70.0,72.0,5.0
133.0,2.0,4.0,133.0,2.0,4.0,72.0,70.0,72.0,5.0
133.0,4.0,1.0,133.0,4.0,1.0,72.0,70.0,72.0,6.0
133.0,6.0,1.0,133.0,6.0,1.0,72.0,70.0,72.0,5.0
133.0,6.0,3.0,133.0,6.0,3.0,72.0,70.0,72.0,5.0
133.0,8.0,1.0,133.0,8.0,1.0,72.0,70.0,72.0,4.0
133.0,8.0,4.0,133.0,8.0,4.0,72.0,70.0,72.0,4.0
133.0,10.0,1.0,133.0,10.0,1.0,72.0,70.0,72.0,3.0
133.0,10.0,6.0,133.0,10.0,6.0,72.0,70.0,72.0,4.0
133.0,14.0,1.0,133.0,14.0,1.0,73.0,70.0,73.0,5.0
133.0,14.0,3.0,133.0,14.0,3.0,73.0,70.0,73.0,5.0
133.0,16.0,2.0,133.0,16.0,2.0,73.0,70.0,73.0,5.0
133.0,16.0,3.0,133.0,16.0,3.0,73.0,70.0,73.0,6.0
133.0,18.0,1.0,133.0,18.0,1.0,73.0,70.0,73.0,5.0
133.0,20.0,1.0,133.0,20.0,1.0,73.0,70.0,73.0,5.0
133.0,20.0,4.0,133.0,20.0,4.0,73.0,70.0,73.0,5.0
133.0,22.0,1.0,133.0,22.0,1.0,73.0,70.0,73.0,4.0
133.0,24.0,2.0,133.0,24.0,2.0,73.0,70.0,73.0,5.0
133.0,26.0,1.0,133.0,26.0,1.0,73.0,70.0,73.0,4.0
133.0,26.0,4.0,133.0,26.0,4.0,73.0,70.0,73.0,4.0
134.0,4.0,3.0,134.0,4.0,3.0,51.0,50.0,51.0,6.0
134.0,6.0,4.0,134.0,6.0,4.0,51.0,50.0,51.0,5.0
134.0,8.0,1.0,134.0,8.0,1.0,51.0,50.0,51.0,4.0
134.0,10.0,1.0,134.0,10.0,1.0,51.0,50.0,51.0,6.0
134.0,20.0,1.0,134.0,20.0,1.0,52.0,50.0,52.0,6.0
134.0,26.0,2.0,134.0,26.0,2.0,52.0,50.0,52.0,5.0
134.0,26.0,3.0,134.0,26.0,3.0,52.0,50.0,52.0,6.0
135.0,1.0,4.0,135.0,1.0,4.0,52.0,50.0,52.0,8.0
135.0,1.0,5.0,135.0,1.0,5.0,52.0,50.0,52.0,8.0
135.0,1.0,6.0,135.0,1.0,6.0,52.0,50.0,52.0,8.0
135.0,3.0,1.0,135.0,3.0,1.0,52.0,50.0,52.0,7.0
135.0,9.0,1.0,135.0,9.0,1.0,52.0,50.0,52.0,8.0
135.0,9.0,3.0,135.0,9.0,3.0,52.0,50.0,52.0,9.0
135.0,13.0,6.0,135.0,13.0,6.0,52.0,50.0,52.0,9.0
135.0,17.0,2.0,135.0,17.0,2.0,51.0,50.0,51.0,8.0
135.0,19.0,1.0,135.0,19.0,1.0,51.0,50.0,51.0,7.0
135.0,19.0,3.0,135.0,19.0,3.0,51.0,50.0,51.0,7.0
135.0,23.0,1.0,135.0,23.0,1.0,51.0,50.0,51.0,8.0
135.0,25.0,2.0,135.0,25.0,2.0,51.0,50.0,51.0,9.0
136.0,1.0,1.0,136.0,1.0,1.0,52.0,50.0,52.0,2.0
136.0,5.0,1.0,136.0,5.0,1.0,52.0,50.0,52.0,3.0
136.0,5.0,3.0,136.0,5.0,3.0,52.0,50.0,52.0,3.0
136.0,11.0,1.0,136.0,11.0,1.0,52.0,50.0,52.0,2.0
136.0,13.0,1.0,136.0,13.0,1.0,52.0,50.0,52.0,2.0
136.0,13.0,6.0,136.0,13.0,6.0,52.0,50.0,52.0,2.0
136.0,15.0,3.0,136.0,15.0,3.0,51.0,50.0,51.0,2.0
136.0,17.0,1.0,136.0,17.0,1.0,51.0,50.0,51.0,2.0
136.0,19.0,6.0,136.0,19.0,6.0,51.0,50.0,51.0,3.0
136.0,19.0,7.0,136.0,19.0,7.0,51.0,50.0,51.0,2.0
136.0,21.0,3.0,136.0,21.0,3.0,51.0,50.0,51.0,3.0
136.0,21.0,4.0,136.0,21.0,4.0,51.0,50.0,51.0,3.0
136.0,23.0,1.0,136.0,23.0,1.0,51.0,50.0,51.0,2.0
136.0,23.0,3.0,136.0,23.0,3.0,51.0,50.0,51.0,3.0
136.0,25.0,1.0,136.0,25.0,1.0,51.0,50.0,51.0,2.0
137.0,10.0,1.0,137.0,10.0,1.0,62.0,60.0,62.0,20.0
137.0,14.0,3.0,137.0,14.0,3.0,61.0,60.0,61.0,22.0
137.0,18.0,1.0,137.0,18.0,1.0,61.0,60.0,61.0,20.0
137.0,18.0,2.0,137.0,18.0,2.0,61.0,60.0,61.0,22.0
137.0,20.0,1.0,137.0,20.0,1.0,61.0,60.0,61.0,21.0
137.0,26.0,1.0,137.0,26.0,1.0,61.0,60.0,61.0,21.0
138.0,3.0,6.0,138.0,3.0,6.0,61.0,60.0,61.0,22.0
138.0,7.0,1.0,138.0,7.0,1.0,61.0,60.0,61.0,22.0
138.0,11.0,2.0,138.0,11.0,2.0,61.0,60.0,61.0,23.0
138.0,17.0,1.0,138.0,17.0,1.0,62.0,60.0,62.0,22.0
138.0,17.0,2.0,138.0,17.0,2.0,62.0,60.0,62.0,23.0
138.0,19.0,1.0,138.0,19.0,1.0,62.0,60.0,62.0,23.0
139.0,4.0,1.0,139.0,4.0,1.0,62.0,60.0,62.0,2.0
139.0,6.0,1.0,139.0,6.0,1.0,62.0,60.0,62.0,26.0
139.0,6.0,3.0,139.0,6.0,3.0,62.0,60.0,62.0,26.0
139.0,10.0,1.0,139.0,10.0,1.0,62.0,60.0,62.0,26.0
139.0,10.0,6.0,139.0,10.0,6.0,62.0,60.0,62.0,26.0
139.0,14.0,1.0,139.0,14.0,1.0,61.0,60.0,61.0,4.0
139.0,18.0,1.0,139.0,18.0,1.0,61.0,60.0,61.0,24.0
139.0,18.0,2.0,139.0,18.0,2.0,61.0,60.0,61.0,5.0
139.0,20.0,1.0,139.0,20.0,1.0,61.0,60.0,61.0,24.0
139.0,22.0,1.0,139.0,22.0,1.0,61.0,60.0,61.0,2.0
139.0,24.0,1.0,139.0,24.0,1.0,61.0,60.0,61.0,24.0
140.0,3.0,1.0,140.0,3.0,1.0,61.0,60.0,61.0,1.0
140.0,9.0,1.0,140.0,9.0,1.0,61.0,60.0,61.0,3.0
140.0,11.0,1.0,140.0,11.0,1.0,61.0,60.0,61.0,1.0
140.0,13.0,1.0,140.0,13.0,1.0,61.0,60.0,61.0,2.0
140.0,15.0,3.0,140.0,15.0,3.0,62.0,60.0,62.0,29.0
140.0,17.0,2.0,140.0,17.0,2.0,62.0,60.0,62.0,1.0
140.0,21.0,1.0,140.0,21.0,1.0,62.0,60.0,62.0,28.0
140.0,21.0,3.0,140.0,21.0,3.0,62.0,60.0,62.0,29.0
140.0,23.0,1.0,140.0,23.0,1.0,62.0,60.0,62.0,29.0
140.0,25.0,2.0,140.0,25.0,2.0,62.0,60.0,62.0,28.0
140.0,25.0,3.0,140.0,25.0,3.0,62.0,60.0,62.0,1.0
141.0,2.0,1.0,141.0,2.0,1.0,62.0,60.0,62.0,26.0
141.0,2.0,2.0,141.0,2.0,2.0,62.0,60.0,62.0,26.0
141.0,4.0,2.0,141.0,4.0,2.0,62.0,60.0,62.0,26.0
141.0,4.0,3.0,141.0,4.0,3.0,62.0,60.0,62.0,26.0
141.0,6.0,1.0,141.0,6.0,1.0,62.0,60.0,62.0,26.0
141.0,10.0,2.0,141.0,10.0,2.0,62.0,60.0,62.0,26.0
141.0,18.0,3.0,141.0,18.0,3.0,61.0,60.0,61.0,27.0
141.0,18.0,4.0,141.0,18.0,4.0,61.0,60.0,61.0,27.0
141.0,20.0,1.0,141.0,20.0,1.0,61.0,60.0,61.0,27.0
141.0,22.0,1.0,141.0,22.0,1.0,61.0,60.0,61.0,26.0
142.0,4.0,2.0,142.0,4.0,2.0,61.0,60.0,61.0,31.0
142.0,6.0,1.0,142.0,6.0,1.0,61.0,60.0,61.0,23.0
142.0,8.0,2.0,142.0,8.0,2.0,61.0,60.0,61.0,2.0
142.0,10.0,2.0,142.0,10.0,2.0,61.0,60.0,61.0,1.0
142.0,10.0,3.0,142.0,10.0,3.0,61.0,60.0,61.0,30.0
142.0,12.0,1.0,142.0,12.0,1.0,61.0,60.0,61.0,26.0
142.0,12.0,2.0,142.0,12.0,2.0,61.0,60.0,61.0,30.0
142.0,14.0,1.0,142.0,14.0,1.0,62.0,60.0,62.0,23.0
142.0,20.0,2.0,142.0,20.0,2.0,62.0,60.0,62.0,23.0
142.0,22.0,1.0,142.0,22.0,1.0,62.0,60.0,62.0,23.0
142.0,22.0,5.0,142.0,22.0,5.0,62.0,60.0,62.0,25.0
142.0,22.0,6.0,142.0,22.0,6.0,62.0,60.0,62.0,23.0
142.0,24.0,1.0,142.0,24.0,1.0,62.0,60.0,62.0,25.0
142.0,24.0,3.0,142.0,24.0,3.0,62.0,60.0,62.0,23.0
142.0,26.0,3.0,142.0,26.0,3.0,62.0,60.0,62.0,25.0
142.0,26.0,4.0,142.0,26.0,4.0,62.0,60.0,62.0,25.0
143.0,5.0,4.0,143.0,5.0,4.0,73.0,70.0,73.0,17.0
143.0,9.0,1.0,143.0,9.0,1.0,73.0,70.0,73.0,14.0
143.0,11.0,1.0,143.0,11.0,1.0,73.0,70.0,73.0,14.0
143.0,13.0,1.0,143.0,13.0,1.0,72.0,70.0,72.0,23.0
143.0,15.0,1.0,143.0,15.0,1.0,72.0,70.0,72.0,23.0
143.0,17.0,1.0,143.0,17.0,1.0,72.0,70.0,72.0,14.0
143.0,19.0,1.0,143.0,19.0,1.0,72.0,70.0,72.0,14.0
143.0,21.0,1.0,143.0,21.0,1.0,72.0,70.0,72.0,19.0
143.0,23.0,2.0,143.0,23.0,2.0,72.0,70.0,72.0,13.0
143.0,25.0,2.0,143.0,25.0,2.0,72.0,70.0,72.0,16.0
143.0,25.0,5.0,143.0,25.0,5.0,72.0,70.0,72.0,23.0
144.0,2.0,1.0,144.0,2.0,1.0,73.0,70.0,73.0,16.0
144.0,2.0,2.0,144.0,2.0,2.0,73.0,70.0,73.0,16.0
144.0,6.0,1.0,144.0,6.0,1.0,73.0,70.0,73.0,16.0
144.0,16.0,1.0,144.0,16.0,1.0,72.0,70.0,72.0,16.0
144.0,20.0,1.0,144.0,20.0,1.0,72.0,70.0,72.0,15.0
144.0,24.0,1.0,144.0,24.0,1.0,72.0,70.0,72.0,16.0
144.0,26.0,2.0,144.0,26.0,2.0,72.0,70.0,72.0,15.0
145.0,2.0,2.0,145.0,2.0,2.0,72.0,70.0,72.0,2.0
145.0,4.0,1.0,145.0,4.0,1.0,72.0,70.0,72.0,22.0
145.0,6.0,1.0,145.0,6.0,1.0,72.0,70.0,72.0,17.0
145.0,8.0,2.0,145.0,8.0,2.0,72.0,70.0,72.0,17.0
145.0,8.0,3.0,145.0,8.0,3.0,72.0,70.0,72.0,11.0
145.0,10.0,2.0,145.0,10.0,2.0,72.0,70.0,72.0,11.0
145.0,10.0,3.0,145.0,10.0,3.0,72.0,70.0,72.0,11.0
145.0,16.0,1.0,145.0,16.0,1.0,73.0,70.0,73.0,11.0
145.0,16.0,2.0,145.0,16.0,2.0,73.0,70.0,73.0,11.0
145.0,18.0,1.0,145.0,18.0,1.0,73.0,70.0,73.0,11.0
145.0,20.0,1.0,145.0,20.0,1.0,73.0,70.0,73.0,11.0
145.0,20.0,5.0,145.0,20.0,5.0,73.0,70.0,73.0,23.0
145.0,24.0,1.0,145.0,24.0,1.0,73.0,70.0,73.0,12.0
145.0,26.0,2.0,145.0,26.0,2.0,73.0,70.0,73.0,14.0
146.0,3.0,3.0,146.0,3.0,3.0,62.0,60.0,62.0,15.0
146.0,3.0,4.0,146.0,3.0,4.0,62.0,60.0,62.0,15.0
146.0,9.0,1.0,146.0,9.0,1.0,61.0,60.0,61.0,13.0
146.0,15.0,1.0,146.0,15.0,1.0,62.0,60.0,62.0,12.0
146.0,15.0,2.0,146.0,15.0,2.0,62.0,60.0,62.0,12.0
146.0,15.0,3.0,146.0,15.0,3.0,62.0,60.0,62.0,12.0
146.0,17.0,1.0,146.0,17.0,1.0,62.0,60.0,62.0,12.0
146.0,21.0,1.0,146.0,21.0,1.0,61.0,60.0,61.0,13.0
146.0,23.0,1.0,146.0,23.0,1.0,61.0,60.0,61.0,14.0
146.0,23.0,5.0,146.0,23.0,5.0,61.0,60.0,61.0,14.0
146.0,23.0,6.0,146.0,23.0,6.0,61.0,60.0,61.0,14.0
146.0,25.0,1.0,146.0,25.0,1.0,62.0,60.0,62.0,14.0
147.0,2.0,2.0,147.0,2.0,2.0,61.0,60.0,61.0,19.0
147.0,8.0,3.0,147.0,8.0,3.0,62.0,60.0,62.0,18.0
147.0,10.0,2.0,147.0,10.0,2.0,61.0,60.0,61.0,18.0
147.0,12.0,1.0,147.0,12.0,1.0,62.0,60.0,62.0,18.0
147.0,14.0,1.0,147.0,14.0,1.0,61.0,60.0,61.0,18.0
147.0,18.0,2.0,147.0,18.0,2.0,62.0,60.0,62.0,19.0
147.0,20.0,1.0,147.0,20.0,1.0,61.0,60.0,61.0,19.0
147.0,22.0,1.0,147.0,22.0,1.0,62.0,60.0,62.0,19.0
148.0,1.0,2.0,148.0,1.0,2.0,62.0,60.0,62.0,9.0
148.0,5.0,3.0,148.0,5.0,3.0,62.0,60.0,62.0,9.0
148.0,9.0,1.0,148.0,9.0,1.0,62.0,60.0,62.0,11.0
148.0,9.0,3.0,148.0,9.0,3.0,62.0,60.0,62.0,11.0
148.0,13.0,3.0,148.0,13.0,3.0,62.0,60.0,62.0,11.0
148.0,15.0,3.0,148.0,15.0,3.0,61.0,60.0,61.0,11.0
148.0,25.0,1.0,148.0,25.0,1.0,61.0,60.0,61.0,11.0
149.0,1.0,1.0,149.0,1.0,1.0,62.0,60.0,62.0,7.0
149.0,3.0,6.0,149.0,3.0,6.0,62.0,60.0,62.0,7.0
149.0,11.0,3.0,149.0,11.0,3.0,62.0,60.0,62.0,8.0
149.0,17.0,1.0,149.0,17.0,1.0,61.0,60.0,61.0,8.0
149.0,19.0,1.0,149.0,19.0,1.0,61.0,60.0,61.0,7.0
149.0,19.0,3.0,149.0,19.0,3.0,61.0,60.0,61.0,9.0
149.0,21.0,2.0,149.0,21.0,2.0,61.0,60.0,61.0,7.0
149.0,21.0,3.0,149.0,21.0,3.0,61.0,60.0,61.0,8.0
149.0,25.0,1.0,149.0,25.0,1.0,61.0,60.0,61.0,8.0
150.0,2.0,3.0,150.0,2.0,3.0,73.0,70.0,73.0,9.0
150.0,6.0,5.0,150.0,6.0,5.0,73.0,70.0,73.0,10.0
150.0,8.0,1.0,150.0,8.0,1.0,73.0,70.0,73.0,8.0
150.0,8.0,4.0,150.0,8.0,4.0,73.0,70.0,73.0,8.0
150.0,10.0,1.0,150.0,10.0,1.0,73.0,70.0,73.0,8.0
150.0,10.0,3.0,150.0,10.0,3.0,73.0,70.0,73.0,8.0
150.0,12.0,2.0,150.0,12.0,2.0,73.0,70.0,73.0,9.0
150.0,14.0,3.0,150.0,14.0,3.0,72.0,70.0,72.0,10.0
150.0,16.0,1.0,150.0,16.0,1.0,72.0,70.0,72.0,10.0
150.0,20.0,1.0,150.0,20.0,1.0,72.0,70.0,72.0,9.0
150.0,20.0,3.0,150.0,20.0,3.0,72.0,70.0,72.0,9.0
150.0,20.0,4.0,150.0,20.0,4.0,72.0,70.0,72.0,9.0
150.0,24.0,2.0,150.0,24.0,2.0,72.0,70.0,72.0,10.0
151.0,2.0,1.0,151.0,2.0,1.0,73.0,70.0,73.0,6.0
151.0,4.0,1.0,151.0,4.0,1.0,73.0,70.0,73.0,6.0
151.0,4.0,4.0,151.0,4.0,4.0,73.0,70.0,73.0,6.0
151.0,6.0,1.0,151.0,6.0,1.0,73.0,70.0,73.0,6.0
151.0,10.0,1.0,151.0,10.0,1.0,73.0,70.0,73.0,7.0
151.0,10.0,2.0,151.0,10.0,2.0,73.0,70.0,73.0,7.0
151.0,14.0,1.0,151.0,14.0,1.0,72.0,70.0,72.0,10.0
151.0,16.0,2.0,151.0,16.0,2.0,72.0,70.0,72.0,8.0
151.0,18.0,1.0,151.0,18.0,1.0,72.0,70.0,72.0,10.0
151.0,20.0,1.0,151.0,20.0,1.0,72.0,70.0,72.0,6.0
151.0,20.0,2.0,151.0,20.0,2.0,72.0,70.0,72.0,6.0
151.0,24.0,3.0,151.0,24.0,3.0,72.0,70.0,72.0,7.0
151.0,24.0,4.0,151.0,24.0,4.0,72.0,70.0,72.0,7.0
151.0,26.0,2.0,151.0,26.0,2.0,72.0,70.0,72.0,7.0
152.0,1.0,1.0,152.0,1.0,1.0,73.0,70.0,73.0,4.0
152.0,5.0,1.0,152.0,5.0,1.0,73.0,70.0,73.0,4.0
152.0,7.0,1.0,152.0,7.0,1.0,73.0,70.0,73.0,3.0
152.0,9.0,1.0,152.0,9.0,1.0,73.0,70.0,73.0,3.0
152.0,11.0,1.0,152.0,11.0,1.0,73.0,70.0,73.0,3.0
152.0,13.0,1.0,152.0,13.0,1.0,73.0,70.0,73.0,9.0
152.0,15.0,1.0,152.0,15.0,1.0,73.0,70.0,73.0,4.0
152.0,17.0,1.0,152.0,17.0,1.0,72.0,70.0,72.0,4.0
152.0,21.0,1.0,152.0,21.0,1.0,72.0,70.0,72.0,3.0
152.0,23.0,1.0,152.0,23.0,1.0,72.0,70.0,72.0,4.0
153.0,1.0,1.0,153.0,1.0,1.0,73.0,70.0,73.0,9.0
153.0,5.0,5.0,153.0,5.0,5.0,73.0,70.0,73.0,9.0
153.0,7.0,2.0,153.0,7.0,2.0,73.0,70.0,73.0,9.0
153.0,9.0,1.0,153.0,9.0,1.0,73.0,70.0,73.0,8.0
153.0,11.0,2.0,153.0,11.0,2.0,72.0,70.0,72.0,9.0
153.0,11.0,3.0,153.0,11.0,3.0,73.0,70.0,73.0,9.0
153.0,13.0,3.0,153.0,13.0,3.0,73.0,70.0,73.0,9.0
153.0,13.0,5.0,153.0,13.0,5.0,73.0,70.0,73.0,15.0
153.0,15.0,1.0,153.0,15.0,1.0,72.0,70.0,72.0,9.0
153.0,21.0,2.0,153.0,21.0,2.0,72.0,70.0,72.0,9.0
153.0,23.0,1.0,153.0,23.0,1.0,72.0,70.0,72.0,8.0
154.0,4.0,1.0,154.0,4.0,1.0,72.0,70.0,72.0,5.0
154.0,6.0,1.0,154.0,6.0,1.0,72.0,70.0,72.0,1.0
154.0,8.0,2.0,154.0,8.0,2.0,72.0,70.0,72.0,5.0
154.0,10.0,2.0,154.0,10.0,2.0,72.0,70.0,72.0,2.0
154.0,14.0,1.0,154.0,14.0,1.0,73.0,70.0,73.0,2.0
154.0,20.0,1.0,154.0,20.0,1.0,73.0,70.0,73.0,2.0
154.0,22.0,1.0,154.0,22.0,1.0,73.0,70.0,73.0,2.0
154.0,26.0,1.0,154.0,26.0,1.0,73.0,70.0,73.0,5.0
154.0,26.0,2.0,154.0,26.0,2.0,73.0,70.0,73.0,2.0
155.0,2.0,1.0,155.0,2.0,1.0,73.0,70.0,73.0,20.0
155.0,6.0,5.0,155.0,6.0,5.0,73.0,70.0,73.0,21.0
155.0,14.0,2.0,155.0,14.0,2.0,72.0,70.0,72.0,22.0
155.0,16.0,1.0,155.0,16.0,1.0,72.0,70.0,72.0,21.0
155.0,18.0,3.0,155.0,18.0,3.0,72.0,70.0,72.0,21.0
155.0,20.0,1.0,155.0,20.0,1.0,72.0,70.0,72.0,20.0
155.0,26.0,1.0,155.0,26.0,1.0,72.0,70.0,72.0,20.0
156.0,6.0,1.0,156.0,6.0,1.0,72.0,70.0,72.0,19.0
156.0,8.0,2.0,156.0,8.0,2.0,72.0,70.0,72.0,18.0
156.0,12.0,1.0,156.0,12.0,1.0,72.0,70.0,72.0,18.0
156.0,14.0,1.0,156.0,14.0,1.0,73.0,70.0,73.0,19.0
156.0,18.0,2.0,156.0,18.0,2.0,72.0,70.0,72.0,19.0
156.0,20.0,1.0,156.0,20.0,1.0,73.0,70.0,73.0,19.0
156.0,22.0,1.0,156.0,22.0,1.0,73.0,70.0,73.0,18.0
156.0,22.0,5.0,156.0,22.0,5.0,73.0,70.0,73.0,18.0
157.0,3.0,2.0,157.0,3.0,2.0,36.0,30.0,36.0,11.0
157.0,7.0,1.0,157.0,7.0,1.0,36.0,30.0,36.0,11.0
157.0,11.0,2.0,157.0,11.0,2.0,36.0,30.0,36.0,11.0
157.0,13.0,1.0,157.0,13.0,1.0,36.0,30.0,36.0,11.0
157.0,15.0,3.0,157.0,15.0,3.0,33.0,30.0,33.0,10.0
157.0,21.0,1.0,157.0,21.0,1.0,33.0,30.0,33.0,11.0
157.0,23.0,1.0,157.0,23.0,1.0,33.0,30.0,33.0,11.0
157.0,25.0,1.0,157.0,25.0,1.0,33.0,30.0,33.0,10.0
158.0,1.0,1.0,158.0,1.0,1.0,32.0,30.0,32.0,12.0
158.0,3.0,3.0,158.0,3.0,3.0,32.0,30.0,32.0,14.0
158.0,9.0,1.0,158.0,9.0,1.0,32.0,30.0,32.0,14.0
158.0,11.0,3.0,158.0,11.0,3.0,33.0,30.0,33.0,14.0
158.0,15.0,1.0,158.0,15.0,1.0,32.0,30.0,32.0,14.0
158.0,17.0,3.0,158.0,17.0,3.0,32.0,30.0,32.0,15.0
158.0,17.0,4.0,158.0,17.0,4.0,32.0,30.0,32.0,15.0
158.0,23.0,1.0,158.0,23.0,1.0,33.0,30.0,33.0,16.0
158.0,23.0,3.0,158.0,23.0,3.0,33.0,30.0,33.0,16.0
158.0,25.0,3.0,158.0,25.0,3.0,33.0,30.0,33.0,15.0
159.0,4.0,1.0,159.0,4.0,1.0,62.0,60.0,62.0,5.0
159.0,14.0,1.0,159.0,14.0,1.0,61.0,60.0,61.0,6.0
159.0,18.0,1.0,159.0,18.0,1.0,61.0,60.0,61.0,6.0
159.0,18.0,3.0,159.0,18.0,3.0,61.0,60.0,61.0,6.0
159.0,18.0,7.0,159.0,18.0,7.0,61.0,60.0,61.0,6.0
159.0,20.0,1.0,159.0,20.0,1.0,62.0,60.0,62.0,9.0
159.0,22.0,1.0,159.0,22.0,1.0,62.0,60.0,62.0,7.0
159.0,26.0,1.0,159.0,26.0,1.0,61.0,60.0,61.0,7.0
160.0,1.0,6.0,160.0,1.0,6.0,62.0,60.0,62.0,9.0
160.0,1.0,8.0,160.0,1.0,8.0,62.0,60.0,62.0,8.0
160.0,3.0,1.0,160.0,3.0,1.0,62.0,60.0,62.0,12.0
160.0,3.0,7.0,160.0,3.0,7.0,62.0,60.0,62.0,12.0
160.0,7.0,2.0,160.0,7.0,2.0,61.0,60.0,61.0,8.0
160.0,7.0,3.0,160.0,7.0,3.0,61.0,60.0,61.0,8.0
160.0,7.0,5.0,160.0,7.0,5.0,61.0,60.0,61.0,10.0
160.0,9.0,2.0,160.0,9.0,2.0,61.0,60.0,61.0,8.0
160.0,9.0,4.0,160.0,9.0,4.0,61.0,60.0,61.0,8.0
160.0,9.0,8.0,160.0,9.0,8.0,61.0,60.0,61.0,8.0
160.0,9.0,9.0,160.0,9.0,9.0,61.0,60.0,61.0,8.0
160.0,13.0,1.0,160.0,13.0,1.0,62.0,60.0,62.0,8.0
160.0,15.0,1.0,160.0,15.0,1.0,61.0,60.0,61.0,9.0
160.0,15.0,5.0,160.0,15.0,5.0,61.0,60.0,61.0,9.0
160.0,15.0,6.0,160.0,15.0,6.0,61.0,60.0,61.0,9.0
160.0,15.0,7.0,160.0,15.0,7.0,61.0,60.0,61.0,12.0
160.0,15.0,8.0,160.0,15.0,8.0,61.0,60.0,61.0,9.0
160.0,15.0,9.0,160.0,15.0,9.0,61.0,60.0,61.0,9.0
160.0,17.0,1.0,160.0,17.0,1.0,62.0,60.0,62.0,9.0
160.0,19.0,1.0,160.0,19.0,1.0,61.0,60.0,61.0,9.0
160.0,25.0,1.0,160.0,25.0,1.0,61.0,60.0,61.0,9.0
160.0,25.0,7.0,160.0,25.0,7.0,61.0,60.0,61.0,9.0
161.0,2.0,2.0,161.0,2.0,2.0,62.0,60.0,62.0,14.0
161.0,4.0,1.0,161.0,4.0,1.0,62.0,60.0,62.0,17.0
161.0,8.0,2.0,161.0,8.0,2.0,62.0,60.0,62.0,14.0
161.0,10.0,3.0,161.0,10.0,3.0,61.0,60.0,61.0,14.0
161.0,12.0,3.0,161.0,12.0,3.0,61.0,60.0,61.0,14.0
